요양기관명,소재지,요양종별,X좌표,Y좌표
카톨릭의원,"서울특별시 금천구 시흥대로 104, 4층 (시흥동)",의원,947292.0,1938407.0
케이내과의원,"서울특별시 서초구 강남대로 415, 대동빌딩 7층 (서초동)",의원,958133.0,1944583.0
코나이비인후과의원,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스몰 지하 H111)",의원,961056.0,1945919.0
코리아이비인후과의원,"서울특별시 강서구 양천로 556, 402호 (등촌동)",의원,943540.0,1951128.0
코모키이비인후과의원,"서울특별시 송파구 마천로 53 (오금동, 3층)",의원,967003.0,1945540.0
코미인의원,"서울특별시 강남구 봉은사로 105, 8층 (논현동, 동양빌딩)",의원,958019.0,1945183.0
코사랑이비인후과의원,"서울특별시 동작구 보라매로 113, 3층 301호 (대방동)",의원,949433.0,1944622.0
코알라이비인후과의원,"서울특별시 구로구 오류로8길 16, 세명프라자 202호 (오류동)",의원,941789.0,1943731.0
코이젠이비인후과의원,"서울특별시 마포구 마포대로 68, 206~210-1호 (도화동, 마포아크로타워)",의원,951319.0,1949247.0
코즈이비인후과의원,"서울특별시 광진구 천호대로 557, 풍국빌딩 101호 (중곡동)",의원,962930.0,1950959.0
코지이비인후과의원,"서울특별시 강북구 삼양로27길 43, 위브 테라스 파크 304호 (미아동)",의원,957538.0,1957787.0
코코메디의원,"서울특별시 동대문구 장한로 166, 2층 (장안동)",의원,962229.0,1952948.0
코코아이비인후과의원,"서울특별시 송파구 송파대로 345, 1A동 3층 3056호,3057호 (가락동, 헬리오시티)",의원,965251.0,1944344.0
코코이비인후과의원,"서울특별시 송파구 양산로 42, 4층 (거여동)",의원,968572.0,1943768.0
코코이비인후과의원,서울특별시 종로구 종로 205 (종로5가),의원,955895.0,1952535.0
코코이비인후과의원,"서울특별시 용산구 한강대로 95, 지하2층 207호 (한강로2가, 래미안용산)",의원,952888.0,1947873.0
퀴앤코플러스이비인후과의원,"서울특별시 동작구 서달로 150, 2층 (흑석동, 해가든상가)",의원,952464.0,1945388.0
퀸산부인과의원,"서울특별시 광진구 자양로 65, 3층 (자양동)",의원,963278.0,1948337.0
퀸스메디소아청소년과의원,서울특별시 노원구 동일로 1059 (공릉동),의원,962317.0,1958426.0
큐브산부인과의원,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 238,239호 (신도림동)",의원,945893.0,1945754.0
크리스트의원,"서울특별시 영등포구 대림로7길 13, 2층 (대림동)",의원,947287.0,1943465.0
큰사랑산부인과의원,"서울특별시 금천구 범안로 1183, 남서울크리닉센터 (독산동)",의원,946333.0,1941004.0
큰사랑의원,"서울특별시 광진구 면목로 203, 2층 (중곡동)",의원,963197.0,1952509.0
큰사랑의원,서울특별시 금천구 범안로 1183 (독산동),의원,946333.0,1941004.0
큰열매여성의원,"서울특별시 광진구 용마산로 23, 1.2.3층 (중곡동)",의원,963604.0,1950790.0
클리어의원,"서울특별시 강남구 강남대로 516, 제아메디컬빌딩 5층 (논현동)",의원,957854.0,1945550.0
클린외과의원,"서울특별시 서초구 사평대로 371, 5층 (반포동, 현철빌딩)",의원,957894.0,1945140.0
클린이비인후과의원,"서울특별시 동작구 양녕로 264, 5층 (상도1동)",의원,951260.0,1945035.0
키앤키즈의원,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 5층 제5B 02호 (잠실동)",의원,963253.0,1945948.0
키움성장의원,"서울특별시 서초구 반포대로 287, 309,310,311호 (반포동, 래미안퍼스티지중심상가)",의원,955878.0,1945130.0
키즈맘소아청소년과의원,"서울특별시 송파구 올림픽로35길 10, 상가B동 2층 212호 (신천동, 파크리오)",의원,965827.0,1946850.0
키즈쑥쑥소아청소년과의원,"서울특별시 성북구 북악산로 845, 상가203동 지상4층 (정릉동, 쌍용아파트)",의원,957476.0,1955652.0
키즈엘소아청소년과의원,"서울특별시 광진구 능동로 18, 202호 (자양동, 이튼타워리버3차)",의원,961817.0,1948228.0
키즈온의원,"서울특별시 양천구 중앙로 232, 2,3,4층 (신정동)",의원,942952.0,1946645.0
키즈웰소아청소년과의원,"서울특별시 중랑구 동일로 932, 202동 210,211,302호 (묵동, 묵동자이아파트)",의원,962719.0,1957270.0
키즈위즈 소아청소년과의원,"서울특별시 송파구 올림픽로 435 (신천동, 상가A동 504호)",의원,965132.0,1946847.0
키즈힐소아청소년과의원,"서울특별시 강남구 압구정로34길 11, 압구정스퀘어 201호 (신사동)",의원,958559.0,1947669.0
키탑소아청소년과의원,"서울특별시 송파구 법원로 128, 문정역SKV1 B동 3층 301, 302호 (문정동)",의원,966296.0,1943073.0
킨더웰소아청소년과의원,"서울특별시 중구 다산로 168, 나동 3층 (신당동, 성원빌딩)",의원,956991.0,1951123.0
킴스서울외과의원,"서울특별시 성북구 보문로 120, 1층 (보문동1가)",의원,957569.0,1954146.0
킴스아산의원,"서울특별시 관악구 관악로 268, 1층 (봉천동)",의원,952109.0,1943324.0
킴스의원,"서울특별시 송파구 오금로 518, 2~6층 (거여동)",의원,968737.0,1943785.0
킴앤리소아청소년과이비인후과의원,"서울특별시 영등포구 선유로 59, 402호 (문래동6가, 문래아카데미)",의원,946008.0,1946839.0
타브로항외과의원,"서울특별시 영등포구 영중로 60, 6층 (영등포동5가, 유니온빌딩)",의원,947452.0,1947071.0
타운내과의원,"서울특별시 도봉구 도봉로 813, 2층 (도봉동)",의원,959839.0,1964270.0
타임리스피부과의원,"서울특별시 강남구 남부순환로 2806, 군인공제회관,2층 (도곡동)",의원,960486.0,1943408.0
탑이비인후과의원,"서울특별시 영등포구 영신로19길 23, 반석빌딩 3층 302호 (영등포동)",의원,947454.0,1946193.0
태능성모의원,서울특별시 중랑구 동일로 805 (중화동),의원,962841.0,1955956.0
태릉정원내과의원,"서울특별시 노원구 동일로 1005, 대정빌딩 5,6층 (공릉동)",의원,962455.0,1957917.0
태영성모의원,"서울특별시 구로구 새말로 83, 2층 (구로동)",의원,946003.0,1945280.0
토마토마취통증의학과의원,"서울특별시 도봉구 도당로13길 16, 2층 (방학동)",의원,959040.0,1962994.0
트리니티내과의원,"서울특별시 용산구 이촌로 224 (이촌동, 리버뷰맨션)",의원,953334.0,1946887.0
해맑은소아과의원,"서울특별시 광진구 자양로 288, 2층 (구의동)",의원,963963.0,1950305.0
튼튼사랑소아청소년과의원,"서울특별시 마포구 백범로37길 26, 3층 (신공덕동)",의원,951849.0,1949574.0
튼튼소아과의원,서울특별시 동대문구 사가정로 148 (전농동),의원,961155.0,1953123.0
튼튼소아과의원,"서울특별시 은평구 은평터널로 196, 2층 (신사동)",의원,947838.0,1955321.0
튼튼소아과의원,서울특별시 성북구 정릉로31길 6 (정릉동),의원,957333.0,1956120.0
튼튼소아청소년과의원,"서울특별시 양천구 지양로 73, 2층 (신월동)",의원,941108.0,1947174.0
튼튼소아청소년과의원,"서울특별시 서초구 동산로 64, 4층 (양재동, WTC빌딩)",의원,959835.0,1941494.0
튼튼소아청소년과의원,"서울특별시 송파구 풍성로 55, 1층 (풍납동)",의원,966309.0,1948363.0
튼튼우리의원,"서울특별시 강북구 삼양로 337, 2,3층 (수유동)",의원,957414.0,1959460.0
티엘씨청담의원,"서울특별시 강남구 압구정로 443, 이유덕 부티크 5층 (청담동)",의원,959891.0,1947592.0
티티성형외과의원,"서울특별시 강남구 강남대로 492, 한맥빌딩 14층 (논현동)",의원,957939.0,1945321.0
파스텔연세소아청소년과의원,"서울특별시 서초구 신반포로33길 27, 305호 (잠원동, 파스텔프라자)",의원,956698.0,1945789.0
파티마의원,"서울특별시 노원구 중계로 160, 화인상가아파트 (중계동)",의원,963071.0,1961176.0
파티마의원,"서울특별시 송파구 바람드리길 34, 2층 (풍납동)",의원,966384.0,1948761.0
퍼스트피부과의원,"서울특별시 마포구 백범로31길 7, 106,107호 (공덕동, 공덕SK리더스뷰)",의원,951308.0,1949719.0
펜타힐의원,"서울특별시 서초구 강남대로 349, 우남빌딩 4,10층 (서초동)",의원,958370.0,1943952.0
편한내과의원,"서울특별시 노원구 동일로 1036, 301호 (공릉동)",의원,962439.0,1958214.0
편한내과의원,"서울특별시 서대문구 통일로 450, 2층 (홍제동)",의원,950939.0,1954541.0
편한연세내과의원,"서울특별시 은평구 응암로 235, 3층 (응암동, 대성빌딩)",의원,948586.0,1955004.0
편한을지의원,서울특별시 노원구 공릉로 150 (공릉동),의원,962899.0,1958296.0
평화가정의원,"서울특별시 종로구 진흥로 432, 2층 201호 (구기동)",의원,952037.0,1956670.0
평화의원,"서울특별시 성동구 독서당로 302, 2층 (금호동4가, 혜성빌딩)",의원,957839.0,1949907.0
포도나무정형외과의원,"서울특별시 마포구 대흥로 34, 2~4층 (용강동)",의원,950403.0,1949535.0
포에버(FOREVER)의원,서울특별시 마포구 마포대로 92 (도화동),의원,951578.0,1949393.0
포에버의원,"서울특별시 서대문구 통일로 464, 홍제빌딩 2층 (홍제동)",의원,950846.0,1954653.0
포에버의원,"서울특별시 강서구 양천로 476, 금부빌딩 4층 406호 (등촌동)",의원,942881.0,1951556.0
포유문산부인과의원,"서울특별시 송파구 양재대로60길 3-13, 가락동 문산부인과 (가락동)",의원,966157.0,1944476.0
포이즌의원,"서울특별시 성북구 아리랑로 3, 기업은행(우성빌딩) 4층 (동소문동6가)",의원,957287.0,1954957.0
포인트성형외과의원,"서울특별시 강남구 압구정로 308, 경진빌딩 1, 4층 (신사동)",의원,958922.0,1947823.0
표나실정형외과의원,"서울특별시 서초구 방배천로 158, 3~5층 (방배동, 동천빌딩)",의원,954675.0,1943454.0
푸르메디의원,"서울특별시 송파구 오금로 306, 2층 1호 (가락동, 가락스타클래스)",의원,966951.0,1944904.0
푸른가정의원,"서울특별시 동작구 여의대방로10길 38, 104호 (신대방동, 보라매롯데낙천대아파트상가)",의원,948166.0,1944050.0
푸른가정의학과의원,"서울특별시 양천구 목동중앙남로4길 4, 1층 (목동)",의원,944139.0,1948759.0
푸른꿈소아과의원,서울특별시 광진구 뚝섬로 657 (자양동),의원,963123.0,1948118.0
푸른내과의원,"서울특별시 서초구 남부순환로347길 101, 5층 (서초동)",의원,958436.0,1943377.0
푸른성모이비인후과의원,"서울특별시 강북구 한천로 1118, JK빌딩 지층,2, 3, 5층 (수유동)",의원,957671.0,1960720.0
푸른소아과의원,"서울특별시 강남구 개포로 615, 309호 (개포동, 석탑플라자)",의원,962483.0,1943796.0
푸른소아과의원,"서울특별시 관악구 청림6길 3, A동 205호 (봉천동, 관악푸르지오상가)",의원,952257.0,1943284.0
푸른소아청소년과의원,"서울특별시 송파구 충민로2길 28 (장지동, 대진프라자 304호)",의원,967060.0,1942057.0
푸른숲소아청소년과의원,"서울특별시 성북구 돌곶이로40길 46, 상가1동 1층 5호일부,6호 (장위동, 꿈의숲 아이파크)",의원,960251.0,1957827.0
푸른의원,"서울특별시 중랑구 봉화산로 217, 201호 (신내동, 부영빌딩)",의원,964416.0,1956558.0
푸른이비인후과의원,"서울특별시 구로구 개봉로 63, 2층 (개봉동)",의원,943042.0,1943764.0
푸른이비인후과의원,"서울특별시 중랑구 공릉로2길 8-4, 2층 201,202호 (묵동, 칼튼테라스)",의원,962797.0,1957007.0
푸른이비인후과의원,"서울특별시 강동구 아리수로93나길 50, MK프라자 401~402호 (강일동)",의원,971272.0,1952573.0
푸른정형외과의원,서울특별시 은평구 증산로 295 (증산동),의원,947820.0,1953977.0
풍납배내과의원,"서울특별시 송파구 풍성로25길 41 (풍납동, 2층)",의원,966555.0,1948698.0
프라나이비인후과의원,"서울특별시 마포구 대흥로24길 24, 지2층 213~215호 (염리동)",의원,951210.0,1950591.0
프라이빗성형외과의원,"서울특별시 강남구 강남대로 616, 신사미타워 7, 15층 (신사동)",의원,957566.0,1946504.0
프라임성모내과의원,"서울특별시 중랑구 신내로14길 8, 원빌딩 4(상가3층)층 (신내동)",의원,964319.0,1956299.0
프렌닥터연세내과의원,"서울특별시 마포구 양화로 191, 1~2층 (동교동)",의원,949282.0,1951191.0
프로필성형외과의원,"서울특별시 강남구 압구정로20길 21 (신사동, 3층일부, 4층)",의원,958115.0,1947382.0
프리즘의원,"서울특별시 은평구 수색로 191, 두빌191 401호 (증산동)",의원,947117.0,1953377.0
플러스내과의원,"서울특별시 중랑구 봉화산로 39, gs25시 3,4층 (중화동)",의원,962805.0,1955898.0
플러스소아청소년과의원,"서울특별시 금천구 시흥대로 391, 홈플러스금천점 4층 (독산동)",의원,946668.0,1941218.0
플레이트의원,"서울특별시 강남구 도곡로99길 31, 1층일부,2층일부층 (대치동)",의원,961555.0,1944902.0
피오나여성의원,"서울특별시 노원구 상계로 77, 3층 (상계동, 다나프라자)",의원,961499.0,1962006.0
필내과의원,"서울특별시 양천구 신월로 338, 3층 (신정동, 원빌딩)",의원,943318.0,1947109.0
필립소아청소년과의원,"서울특별시 양천구 목동중앙본로7길 45, 202호 (목동, 보미리즌빌)",의원,944012.0,1949061.0
필의원,"서울특별시 구로구 구로동로 240, 세일빌딩 3층 302호 (구로동)",의원,945439.0,1944704.0
필정형외과의원,"서울특별시 중구 을지로 177, 일신빌딩 5층 (을지로4가)",의원,955628.0,1952075.0
하가정의학과의원,"서울특별시 양천구 월정로 50, 120호 (신월동, 청솔아파트상가)",의원,941874.0,1947413.0
하나가정의원,"서울특별시 성동구 고산자로 253, 402, 403호 (도선동, 다남매빌딩)",의원,958986.0,1951549.0
하나내과의원,"서울특별시 은평구 진관2로 19, 휴먼프라자 I 5층 501,502호 (진관동)",의원,948789.0,1959646.0
하나로내과의원,"서울특별시 동대문구 왕산로 253-1, 3층 (청량리동)",의원,960222.0,1953928.0
하나로이비인후과의원,"서울특별시 강서구 월정로 160, 204호 (화곡동, 대림아상가)",의원,941458.0,1948461.0
하나수의원,"서울특별시 금천구 금하로 793, 상가 에이동 2층 204,205,217,218호 (시흥동, 벽산아파트)",의원,948662.0,1939534.0
하나의원,"서울특별시 동대문구 한천로 86, 2층 (장안동)",의원,961510.0,1952281.0
하나의원,"서울특별시 송파구 오금로 506 (거여동, 3층)",의원,968605.0,1943788.0
하나의원,"서울특별시 강서구 까치산로 73, 5층 (화곡동)",의원,942310.0,1949748.0
하나의원,서울특별시 강동구 양재대로 1355 (성내동),의원,967803.0,1947627.0
하나의원,"서울특별시 영등포구 도신로33가길 4, 1층 (도림동)",의원,947637.0,1945840.0
하나이비인후과의원,"서울특별시 용산구 한강대로 297, 우신빌딩 2층 (갈월동)",의원,953329.0,1949623.0
하나이비인후과의원,"서울특별시 성동구 독서당로 223, 래미안 옥수 리버젠 상가 2층 212, 213호 (옥수동)",의원,957448.0,1949347.0
하나항맥외과의원,"서울특별시 관악구 관악로 203, 3층 (봉천동)",의원,951710.0,1942814.0
하내과의원,"서울특별시 성동구 한림말길 31,  204, 206, 207, 208호 (옥수동, 삼성아파트상가)",의원,957118.0,1949194.0
하늘별소아청소년과의원,"서울특별시 노원구 한글비석로 263, 3층 (중계동, 성모빌딩)",의원,962640.0,1961386.0
하늘숲소아청소년과의원,"서울특별시 도봉구 도당로 2, 4층 (쌍문동)",의원,959011.0,1962203.0
하늘이비인후과의원,"서울특별시 영등포구 신풍로 93, 메트하임 2층 203호 (신길동)",의원,948436.0,1944719.0
하모니여성의원,"서울특별시 용산구 한강대로 69, 3층 312-2,313-1호 (한강로2가, 용산푸르지오써밋)",의원,952719.0,1947658.0
하정훈소아청소년과의원,서울특별시 동작구 사당로 230-1 (사당동),의원,953431.0,1942805.0
학동본내과의원,"서울특별시 강남구 학동로 203, 2층 (논현동)",의원,958569.0,1946229.0
한가정의학과의원,"서울특별시 구로구 경인로47길 126, 2층 (고척동)",의원,943740.0,1945183.0
한강외과의원,"서울특별시 양천구 신월로 164, 304,305호 (신월동, 승일뷰티타워2)",의원,941854.0,1946699.0
한걸음가정의학과의원,"서울특별시 도봉구 삼양로 580-4, 2층 (쌍문동, 노스블릭)",의원,957069.0,1961806.0
한국의료재단 아이에프씨의원,"서울특별시 영등포구 국제금융로 10, 4.5층 (여의도동, 투아이에프씨빌딩)",의원,949256.0,1947488.0
한국의학연구소 케이엠아이여의도의원,"서울특별시 영등포구 국제금융로2길 24, BNK금융타워 13~15,1718층 (여의도동)",의원,949177.0,1947378.0
한국정형외과의원,"서울특별시 영등포구 도림로 157, 대림빌딩 5층 (대림동)",의원,946873.0,1944094.0
한국정형외과의원,서울특별시 도봉구 도봉로 482 (창동),의원,958982.0,1961098.0
한국혈우재단의원,"서울특별시 서초구 사임당로 70, 한국혈우재단 1,2,4,B1층 (서초동)",의원,957350.0,1943424.0
한길의원,"서울특별시 구로구 고척로21나길 18, 2층 (개봉동)",의원,942076.0,1945047.0
한나산부인과의원,"서울특별시 강동구 구천면로 287-1, 1층,2층3층 (천호동)",의원,967610.0,1949666.0
한남웰빙의원,서울특별시 용산구 대사관로30길 17 (한남동),의원,956322.0,1948240.0
한독의료재단부설서부중앙의원,"서울특별시 중구 서소문로6길 46, 2,3층 (중림동)",의원,953008.0,1951279.0
한마음가정의원,"서울특별시 강남구 광평로51길 8, 303호 (수서동, 로얄프라자)",의원,964856.0,1943310.0
한마음가정의원,"서울특별시 노원구 초안산로5길 12, 월계프라자 (월계동)",의원,960449.0,1959327.0
한마음가정의학과의원,"서울특별시 도봉구 도당로13길 8, 2층 (방학동)",의원,959055.0,1962971.0
한마음내과의원,서울특별시 영등포구 도림로 206 (대림동),의원,947280.0,1944352.0
한마음마취통증의학과의원,"서울특별시 동작구 사당로 244, 2층 (사당동, 사당시장)",의원,953614.0,1942756.0
한마음안과의원,"서울특별시 광진구 면목로 128, 3층 (중곡동)",의원,962986.0,1951800.0
한마음외과의원,"서울특별시 금천구 독산로 87, 유명빌딩 (시흥동)",의원,947434.0,1939713.0
한마음의원,서울특별시 광진구 자양로 126 (구의동),의원,963216.0,1948928.0
한마음의원,"서울특별시 강북구 오현로 191, 2층 (번동)",의원,959339.0,1958917.0
한마음의원,"서울특별시 강서구 양천로6길 28, 303호 (방화동, 방화12단지아파트상가)",의원,938784.0,1952590.0
한마음이비인후과의원,"서울특별시 은평구 은평로 136, 1,2층 (응암동)",의원,949071.0,1955807.0
한문수의원,"서울특별시 성북구 아리랑로 117-5, 2층 (정릉동)",의원,957024.0,1956002.0
한빛가정의원,"서울특별시 마포구 신촌로34길 37, 2층 (아현동)",의원,951867.0,1950838.0
한빛가정의학과의원,"서울특별시 강남구 삼성로 233 (대치동, 신사빌딩 2층일부)",의원,961187.0,1944400.0
한빛내과의원,서울특별시 양천구 오목로 193 (신정동),의원,943349.0,1947557.0
한빛내과의원,"서울특별시 종로구 사직로 107, 3층 (내자동, 한빛빌딩)",의원,953267.0,1953126.0
한빛내과의원,"서울특별시 금천구 가산로 111, 2층 (가산동)",의원,946323.0,1941994.0
한빛내과의원,"서울특별시 동대문구 천호대로 227, 2층 (답십리동)",의원,960092.0,1952448.0
한빛내과의원,"서울특별시 영등포구 여의대방로 89, 2층 (신길동, 익녕빌딩)",의원,948428.0,1944387.0
한빛내과의원,"서울특별시 용산구 효창원로 227, 근린생활시설-3동 1,3층 (효창동, 용산 데시앙 포레)",의원,952545.0,1949939.0
한빛내과의원,"서울특별시 은평구 진흥로1길 23, 2층 (역촌동)",의원,948663.0,1956062.0
한빛연세내과의원,"서울특별시 동작구 성대로 11, 2층 (상도동)",의원,949843.0,1944680.0
한빛의원,"서울특별시 성동구 성수이로3길 23, 2층 (성수동2가)",의원,960438.0,1948804.0
한빛의원,"서울특별시 용산구 한강대로104길 51 (동자동, 남영빌딩(제1호))",의원,953625.0,1950267.0
한빛정형외과의원,"서울특별시 동작구 동작대로29길 69, 2층 (사당동, 두성프라자)",의원,953862.0,1943373.0
한사랑가정의원,"서울특별시 구로구 오류로8길 57, 대성빌딩 (오류동)",의원,941957.0,1943886.0
한사랑내과의원,"서울특별시 중랑구 신내로 82, 404호 (신내동, 금강프라자)",의원,964302.0,1956439.0
한사랑내과의원,"서울특별시 강서구 곰달래로 178, 르네상스빌딩 2층 (화곡동)",의원,942804.0,1948144.0
한사랑의원,서울특별시 도봉구 도봉로 887 (도봉동),의원,959940.0,1965008.0
한사랑의원,"서울특별시 강남구 헌릉로570길 34, 402호 (세곡동, 리앤파크프라자)",의원,964932.0,1940512.0
한사랑의원,"서울특별시 마포구 월드컵로 123, 2층 (망원동)",의원,947618.0,1951240.0
한사랑의원,"서울특별시 중구 장충단로 201, 지하1층,지상3,4층 (장충동1가, 지혜빌딩)",의원,956414.0,1951606.0
한사랑의원,"서울특별시 은평구 갈현로 260, 2층 (갈현동)",의원,948480.0,1958000.0
한사랑의원,"서울특별시 관악구 문성로 219, 2층 (신림동)",의원,949450.0,1942407.0
한사랑의원,"서울특별시 마포구 만리재로 133, 3층 (아현동)",의원,952490.0,1950393.0
한사랑의원,"서울특별시 동작구 여의대방로24길 30, 2층 (신대방동, 한사랑의원)",의원,948893.0,1944441.0
한사랑의원,"서울특별시 강북구 인수봉로 142 (수유동, 수유동 근생빌딩)",의원,957103.0,1959319.0
한사랑의원,"서울특별시 송파구 올림픽로 435 (신천동, 파크리오B상가 307호)",의원,965132.0,1946847.0
한사랑의원,"서울특별시 동대문구 한천로 55, 2, 3 층 (답십리동)",의원,961307.0,1952029.0
한서의원,"서울특별시 강서구 화곡로 324, 2층 (화곡동)",의원,942652.0,1950567.0
한성욱내과의원,서울특별시 광진구 군자로 85 (군자동),의원,962096.0,1950246.0
한세외과의원,"서울특별시 노원구 동일로242나길 8, 2층 (상계동)",의원,960885.0,1964144.0
한솔내과의원,"서울특별시 성북구 보국문로18길 1, 4층 401호 (정릉동)",의원,956658.0,1957002.0
한솔정형외과의원,"서울특별시 구로구 개봉로 13, 1-2층 (개봉동)",의원,943074.0,1943255.0
한스의원 한의원,"서울특별시 종로구 종로 19, 402-2호 (종로1가, 르메이에르종로타운)",의원,954066.0,1952512.0
한승룡소아청소년과의원,서울특별시 성동구 행당로 1 (금호동1가),의원,957627.0,1950713.0
한양그린내과의원,"서울특별시 서대문구 통일로 413, 204호 (홍제동, 화인빌딩 )",의원,951127.0,1954233.0
한양류마일내과의원,"서울특별시 양천구 목동로 223, 4층 (신정동)",의원,943780.0,1947859.0
한양성심의원,서울특별시 강동구 천호대로 1471 (상일동),의원,970979.0,1949739.0
한양정형외과의원,서울특별시 동대문구 천호대로 455 (장안동),의원,962000.0,1951399.0
한얼통증의학과의원,"서울특별시 도봉구 도봉로 575, 3층 306호 (쌍문동, 삼환프라자)",의원,959320.0,1961979.0
한영의원,"서울특별시 관악구 은천로 39, 1~2층 (봉천동)",의원,950480.0,1943155.0
한울사랑의료소비자생활협동조합한사랑의원,"서울특별시 관악구 신림로 361, 2층 (신림동)",의원,949520.0,1943172.0
한을남 하늘피부과의원,서울특별시 중구 왕십리로 415 (신당동),의원,957965.0,1951837.0
한일의원,서울특별시 서초구 방배천로 5-3 (방배동),의원,954222.0,1942105.0
함께크는소아청소년과의원,"서울특별시 송파구 오금로 410, 봉규빌딩 5층 (가락동)",의원,967775.0,1944303.0
함내과의원,서울특별시 중랑구 겸재로 119-1 (면목동),의원,963017.0,1954275.0
함영백소아과의원,"서울특별시 노원구 동일로 1361, 202동207호 (상계동, 주공2단지상가)",의원,961176.0,1961226.0
함춘내과의원,"서울특별시 양천구 목동서로 37, 201호 (목동, 하이베라스)",의원,945373.0,1948864.0
함춘여성의원,"서울특별시 서초구 서초중앙로8길 10, 지하~5층 (서초동)",의원,957214.0,1943135.0
합정고려의원,"서울특별시 마포구 망원로 69, 2층 (망원동)",의원,947409.0,1951063.0
항동상쾌한이비인후과의원,"서울특별시 구로구 서해안로 2098, 항동프라자 4층 403~406호 (항동)",의원,940159.0,1942520.0
항동연세소아청소년과의원,"서울특별시 구로구 항동로3길 6, 가온 프라자 3층 301,302호 (항동)",의원,940255.0,1942612.0
항석내과의원,서울특별시 광진구 자양로 201 (구의동),의원,963377.0,1949658.0
해가든제통의원,"서울특별시 동작구 서달로 150, 220호 (흑석동, 해가든상가)",의원,952464.0,1945388.0
해맑은가정의학과의원,서울특별시 동대문구 장한로18길 59 (장안동),의원,962229.0,1952140.0
해맑은소아청소년과의원,"서울특별시 강동구 고덕로83길 26, 백두쇼핑센타 201호 (고덕동)",의원,970751.0,1951041.0
해맑은의원,서울특별시 강북구 오현로 190 (번동),의원,959357.0,1958879.0
해솔내과의원,"서울특별시 서대문구 신촌로 141, 4층 (대현동, 은하빌딩)",의원,950678.0,1950980.0
해아이비인후과의원,"서울특별시 중랑구 면목로 310, 3층 (면목동)",의원,963618.0,1953442.0
해오름소아청소년과의원,"서울특별시 강서구 양천로 583, 119호 (염창동, 우림블루나인비즈니스센터)",의원,943839.0,1951041.0
해와별소아청소년과의원,"서울특별시 송파구 마천로 41, 4층 (방이동, 수기빌딩)",의원,966902.0,1945595.0
해인정형외과의원,서울특별시 성북구 한천로 743 (장위동),의원,960383.0,1958204.0
햇살가득내과의원,"서울특별시 송파구 동남로 236 (가락동, 영빌딩 3,4층)",의원,967605.0,1944315.0
햇살가득한가정의학과의원,"서울특별시 강서구 등촌로 59-1, 2층 (화곡동)",의원,943737.0,1948642.0
햇살아이의원,"서울특별시 강북구 삼양로 241, 4층 (미아동)",의원,957470.0,1958516.0
행당성모안과의원,"서울특별시 성동구 행당로 87, 412호 (행당동, 대림리빙프라자)",의원,958359.0,1950988.0
행림내과의원,"서울특별시 송파구 양재대로 1222, 중심상가동 3층 25호 (방이동, 올림픽선수기자촌아파트 )",의원,967538.0,1946300.0
행복드림내과의원,"서울특별시 영등포구 신풍로 93, 메트하임 3층 (신길동)",의원,948436.0,1944719.0
행복아이소아청소년과의원,"서울특별시 송파구 새말로8길 27 (문정동, 3층)",의원,967019.0,1942402.0
행복준내과의원,"서울특별시 영등포구 영중로 6, 영등포키스톤타워 4층 (영등포동3가)",의원,947565.0,1946573.0
행복찾기정신과의원,"서울특별시 강북구 도봉로 52, 연이빌딩 2(M)층 (미아동)",의원,958565.0,1957244.0
행복한가정의원,"서울특별시 금천구 가산로 116, 2층 (가산동)",의원,946342.0,1942048.0
행복한가정의학과의원,"서울특별시 구로구 고척로 212, 오토젠빌딩 301호 (고척동)",의원,943162.0,1945309.0
행복한가정의학과의원,"서울특별시 양천구 목동서로 38, A동 207호 (목동, 목동아파트 1단지 상가)",의원,945186.0,1949046.0
행복한가정의학과의원,"서울특별시 동대문구 한천로 242, 2층 (전농동)",의원,961911.0,1953766.0
행복한내과의원,"서울특별시 성동구 뚝섬로 390, 2층 (성수동2가)",의원,960591.0,1948940.0
행복한서내과의원,"서울특별시 송파구 마천로 264, 2층 3호 (거여동, 흥일빌딩)",의원,968722.0,1944371.0
행복한성모정형외과의원,"서울특별시 동대문구 사가정로 122, 201~2, 204호 (전농동)",의원,961014.0,1953164.0
행복한아이소아청소년과의원,"서울특별시 강동구 고덕로 133, 501호 (암사동)",의원,968236.0,1950717.0
행복한아침내과의원,서울특별시 동작구 양녕로 184-1 (상도동),의원,950809.0,1944422.0
행복한의원,"서울특별시 강서구 화곡로68길 102, 서울시니어스가양타워 101,지103회외층 1호 (등촌동)",의원,943414.0,1951041.0
행촌의원,서울특별시 종로구 통일로12길 2 (교북동),의원,952295.0,1952762.0
향기나는내과의원,"서울특별시 관악구 관악로 234, 203호 (봉천동)",의원,951933.0,1942998.0
허내과의원,"서울특별시 용산구 회나무로13길 5 (이태원동, 혜천상가)",의원,954882.0,1949035.0
허내과의원,"서울특별시 동대문구 이문로 136, 2층 F11호, F12호 (이문동, 이문동웰츠타워)",의원,961333.0,1955567.0
허리편한의원,"서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 601호 (개봉동)",의원,943261.0,1944057.0
허성욱내과의원,"서울특별시 동대문구 장한로 119, 301호 (장안동)",의원,962011.0,1952555.0
