요양기관명,소재지,요양종별,X좌표,Y좌표
아야알러리스가정의학과의원,"서울특별시 강서구 마곡중앙로 161-17, 보타닉파크타워Ⅰ 310,311호 (마곡동)",의원,940475.0,1952290.0
아이&I 소아청소년과의원,"서울특별시 성북구 길음로13길 22 (길음동,두산위브상가 지하1층 211,212,213호)",의원,957531.0,1956785.0
아이들세상의원,"서울특별시 서초구 반포대로20길 40, B01~5층 (서초동, 청호빌딩)",의원,956866.0,1943312.0
아이들소아청소년과의원,"서울특별시 성동구 고산자로 234, 4층 (행당동)",의원,958956.0,1951344.0
아이랑소아청소년과의원,"서울특별시 관악구 난곡로 210, 2층 (신림동)",의원,948587.0,1941771.0
아이레그플러스의원,서울특별시 서초구  나루터로  62 (잠원동),의원,957294.0,1946302.0
아이맘소아과의원,"서울특별시 양천구 목동동로8길 23 (신정동, 메리트원)",의원,944458.0,1946582.0
아이맘소아청소년과의원,"서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 602호 (개봉동)",의원,943261.0,1944057.0
아이보리소아청소년과의원,"서울특별시 관악구 남부순환로 2056, 6층 (남현동, 태림빌딩)",의원,953775.0,1942028.0
아이비소아청소년과의원,"서울특별시 금천구 시흥대로 403, 3층 (독산동, 셈프레팜)",의원,946722.0,1941347.0
아이비이비인후과의원,"서울특별시 영등포구 국제금융로 86, 216호 (여의도동, 롯데캐슬아이비)",의원,949809.0,1946895.0
아이빛소아과의원,서울특별시 관악구 남부순환로 1740 (봉천동),의원,950780.0,1942671.0
아이사랑소아청소년과의원,"서울특별시 강서구 양천로 556, 3층 303호 (등촌동, 강서메디칼센터)",의원,943540.0,1951128.0
아이사랑소아청소년과의원,"서울특별시 성북구 보국문로 50, 304호 (정릉동, 청수프라자)",의원,956759.0,1956716.0
아이사랑소아청소년과의원,"서울특별시 동작구 상도로53길 6, 3층 (상도동, 순현빌딩)",의원,951676.0,1944418.0
아이숲소아청소년과의원,"서울특별시 서초구 헌릉로8길 45 (내곡동, 서초 포레스타 2단지)",의원,961176.0,1939677.0
아이쑥쑥소아청소년과의원,"서울특별시 광진구 광나루로 604 (구의동, 진넥스베르디엠 2층, 202호)",의원,964213.0,1949216.0
아이앤아이의원,"서울특별시 성동구 마장로 137, 221동 2층 117,118,119호 (상왕십리동, 텐즈힐몰)",의원,958007.0,1952329.0
아이언어발달의원,"서울특별시 서대문구 수색로 40, 6층 (남가좌동)",의원,948282.0,1952454.0
아이엘산부인과소아청소년과의원,"서울특별시 영등포구 양평로 32, 지하1,2,3층 (당산동6가)",의원,947247.0,1948429.0
아이엠유의원,"서울특별시 은평구 수색로 지하 175, 0004호 (증산동, 6호선 디지털미디어시티역)",의원,947190.0,1953255.0
아이엠유의원,"서울특별시 송파구 잠실로 지하 156, 잠실광역환승센터 103호 (신천동)",의원,964804.0,1945856.0
아이온소아청소년과의원,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 211,212호 (신도림동)",의원,945893.0,1945754.0
아이웰소아청소년과의원,"서울특별시 송파구 올림픽로 435 (신천동, 파크리오상가B동 308호)",의원,965132.0,1946847.0
아이제일산부인과의원,서울특별시 은평구 서오릉로 81 (역촌동),의원,948940.0,1956600.0
아이조은성모소아청소년과의원,"서울특별시 동작구 보라매로 106, 2층 (신대방동)",의원,949471.0,1944536.0
아이코이비인후과의원,"서울특별시 광진구 자양로 287, 3층 (구의동)",의원,963943.0,1950317.0
아이파크몰의원,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산민자역사)",의원,952695.0,1947948.0
아이편한소아청소년과의원,"서울특별시 성동구 왕십리로 410, 센트라스 L상가동 2층 216호 (하왕십리동, 센트라스)",의원,958039.0,1952033.0
아이행복가정의학과의원,"서울특별시 영등포구 대림로22길 37, 1층 (대림동)",의원,947341.0,1944200.0
아크로내과의원,"서울특별시 영등포구 국회대로54길 10, 305,306호 (영등포동7가, 아크로타워스퀘어)",의원,947612.0,1947313.0
아하로마이비인후과의원,"서울특별시 금천구 가산디지털1로 168, 우림라이온스밸리 A동 102호 (가산동)",의원,945487.0,1942382.0
안가정의학과의원,"서울특별시 양천구 중앙로 235, 2층 (신정동)",의원,942898.0,1946649.0
안강현내과의원,"서울특별시 강서구 공항대로41길 75, 3층 301호 (등촌동, 경원프라자)",의원,942271.0,1951511.0
안녕소아청소년과의원,"서울특별시 강동구 고덕로 391, 8층 (고덕동)",의원,970763.0,1950926.0
안민의원,서울특별시 중랑구 겸재로 180 (면목동),의원,963622.0,1954391.0
안심내과의원,"서울특별시 은평구 은평로 240, B2층 207~210호 (응암동)",의원,950085.0,1955703.0
안영규의원,서울특별시 금천구 가산로 156 (가산동),의원,946107.0,1942373.0
안재민가정의학과의원,"서울특별시 강서구 강서로45길 49-5, 2층 (화곡동)",의원,941111.0,1950014.0
안혁안과의원,서울특별시 강서구 화곡로 162 (화곡동),의원,941665.0,1949296.0
안효승내과의원,"서울특별시 강남구 선릉로 406, 4층 (대치동)",의원,960298.0,1944748.0
안희정소아과의원,서울특별시 성동구 독서당로 295-1 (금호동3가),의원,957772.0,1950001.0
알렌정이비인후과의원,"서울특별시 강동구 성내로 40, 동흔빌딩 2층 205호 (성내동)",의원,966828.0,1947797.0
압구정비엘에스의원,"서울특별시 강남구 논현로 824, 동양빌딩 8층 (신사동)",의원,958340.0,1947070.0
애경내과의원,"서울특별시 구로구 새말로 89, 4층 (구로동)",의원,946071.0,1945323.0
애경연세소아청소년과의원,"서울특별시 구로구 경인로67길 23, 301호 (신도림동, 신도림2차푸르지오)",의원,946028.0,1945887.0
애플소아청소년과의원,"서울특별시 노원구 동일로 1530, 3층 302호 (상계동, 다모아빌딩)",의원,961019.0,1962931.0
애플이비인후과의원,"서울특별시 금천구 가산디지털1로 171, 가산 에스케이 브이원 센터 202호 (가산동)",의원,945222.0,1942583.0
야호정신건강의학과의원,"서울특별시 관악구 남부순환로 1601-1, 2층 (신림동)",의원,949484.0,1942945.0
약수내과의원,"서울특별시 중구 동호로 163, 2,4층 (신당동)",의원,956876.0,1950515.0
양난경의원,"서울특별시 서대문구 신촌로35길 10, 1층 118호 (북아현동, e편한세상신촌4단지)",의원,951947.0,1951126.0
양내과의원,"서울특별시 서초구 나루터로 37, 신사쇼핑센터 2층 208호 (잠원동)",의원,957068.0,1946350.0
양대원내과의원,"서울특별시 마포구 도화길 32, 303호, 304호 (도화동, 삼성아파트상가동)",의원,951375.0,1949200.0
양성우산부인과의원,"서울특별시 마포구 월드컵북로 230, 207호 (중동, 현대상가)",의원,947355.0,1952476.0
양수연소아청소년과의원,"서울특별시 중랑구 봉화산로 218, 2층 203호 (신내동)",의원,964435.0,1956516.0
양시영내과의원,서울특별시 도봉구 덕릉로 225 (창동),의원,959180.0,1959967.0
양의원,"서울특별시 송파구 올림픽로4길 40, 3층 33호 (잠실동, 우성아파트비상가)",의원,962369.0,1945409.0
양의원,"서울특별시 성동구 아차산로7길 20, 2층 (성수동2가)",의원,960686.0,1949814.0
양재내과의원,"서울특별시 강남구 강남대로 238, 스카이쏠라빌딩 6층 (도곡동)",의원,958868.0,1942960.0
양재바른정형외과의원,"서울특별시 강남구 개포로 205, 양재빌딩 지하1층,지상1,2층  호 (개포동)",의원,959780.0,1942243.0
양전호내과의원,"서울특별시 은평구 통일로 863, 2층 (갈현동)",의원,948815.0,1958000.0
양정안소아청소년과의원,"서울특별시 구로구 경인로20길 6, 포스시티 105,106호 (오류동)",의원,941958.0,1944211.0
양준상의원,"서울특별시 강남구 도산대로 333, K+ 메디칼타워 4층 (신사동)",의원,959209.0,1947218.0
양진석내과의원,"서울특별시 동작구 상도로 178, 2층 (상도동, 강남빌딩)",의원,950391.0,1945163.0
양천성모소아청소년과의원,"서울특별시 양천구 목동서로 389, 테마프라자 403호 (신정동)",의원,943548.0,1946469.0
양천연세내과의원,"서울특별시 양천구 남부순환로40길 13, 2층 (신월동)",의원,940628.0,1948597.0
양천연세이비인후과의원,"서울특별시 양천구 목동동로 63, 대영프라자 3층 (신정동)",의원,943647.0,1946416.0
양천정형외과.마취통증의학과의원,"서울특별시 양천구 신목로 36, 2,3(일부)층 (신정동)",의원,944663.0,1946802.0
양천제일안과의원,"서울특별시 양천구 신월로 164, 601호 (신월동, 승일뷰티타워2)",의원,941854.0,1946699.0
양천코아이비인후과의원,"서울특별시 양천구 신월로 164, 405호 (신월동, 승일뷰티타워2)",의원,941854.0,1946699.0
양평연세이비인후과의원,"서울특별시 영등포구 영등포로 32, 103호 (양평동2가)",의원,945637.0,1947220.0
어광수가정의학과의원,"서울특별시 광진구 아차산로69길 8, 지하1,지상2층 (광장동)",의원,964532.0,1949317.0
언제나열린이비인후과의원,"서울특별시 관악구 신림로 340, 르네상스복합쇼핑몰 3층 (신림동)",의원,949617.0,1942989.0
엄대식이비인후과의원,서울특별시 은평구 서오릉로 140 (대조동),의원,948596.0,1957038.0
엄민숙 소아청소년과의원,"서울특별시 광진구 용마산로 46, 2층 (중곡동)",의원,963620.0,1951015.0
엄창수신경외과의원,"서울특별시 관악구 난곡로 316, 2층 (신림동, 진성타워 )",의원,948257.0,1942713.0
에벤에셀박소아청소년과의원,"서울특별시 금천구 금하로 720, 208호 (시흥동)",의원,947768.0,1939181.0
에스리더스피부과의원,"서울특별시 강남구 언주로 843, 3층 (신사동)",의원,958730.0,1947483.0
에스메디센터내과외과의원,"서울특별시 성북구 오패산로 99, 2~6층 301,302,401,402,501,601,701호 (하월곡동)",의원,958973.0,1956914.0
에스본의원,"서울특별시 금천구 남부순환로 1372, 현경빌딩 6,7,8층 (독산동)",의원,947257.0,1942414.0
에스앤유현대의원,"서울특별시 강남구 영동대로85길 20, 대치3차아이파크 오피스텔 2층 205호 (대치동)",의원,961260.0,1945395.0
에스엔(SN)재활의학과의원,"서울특별시 노원구 월계로 370, 4층 402~404호 (월계동, 희성프라자)",의원,961267.0,1959147.0
에스엔케이의원,"서울특별시 성북구 길음로 2, 102호 (길음동, 안스빌딩)",의원,958044.0,1956209.0
에스케이내과의원,"서울특별시 영등포구 신길로 150-1, 1층,2층 (신길동)",의원,947950.0,1945301.0
에스티성모피부과의원,"서울특별시 강남구 봉은사로 469, 2층 (삼성동)",의원,960300.0,1946017.0
에이아이의원,"서울특별시 동작구 동작대로 137, JH타워 4층 (사당동)",의원,954205.0,1943425.0
에이엘의원,"서울특별시 강남구 도산대로 410, 유니트빌딩 10층 (청담동)",의원,959397.0,1947175.0
에이준재활의학과의원,"서울특별시 강남구 압구정로30길 16, 아크힐즈16 지층,2층,7층 (신사동)",의원,958387.0,1947564.0
에이치엔비의원(하모니 앤 벨런스),"서울특별시 성북구 인촌로 89, 지상2,3층 (안암동5가)",의원,958431.0,1954223.0
에이치엘의원,"서울특별시 영등포구 여의공원로 101, 119호 (여의도동, 국민일보빌딩)",의원,949186.0,1947928.0
에이케이신경외과의원,"서울특별시 강남구 테헤란로 413, 태양빌딩, 2층일부 (삼성동)",의원,960341.0,1945240.0
에코이비인후과의원,"서울특별시 동작구 상도로 356, 2층 (상도동)",의원,951635.0,1944306.0
에코이비인후과의원,"서울특별시 송파구 석촌호수로 133, B동 301,302호 (잠실동, 레이크팰리스)",의원,963923.0,1945453.0
에프엠가정의학과의원,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 5층 13호 (잠실동)",의원,963253.0,1945948.0
에프엠성모의원,"서울특별시 성북구 종암로 167, 4층 404호 (하월곡동, 동일하이빌뉴시티)",의원,958602.0,1956359.0
에픽성형외과의원,"서울특별시 강남구 강남대로 616, 신사미타워 12층 (신사동)",의원,957566.0,1946504.0
엔젤소아청소년과의원,서울특별시 강서구 공항대로41길 52 (등촌동),의원,942259.0,1951389.0
엔젤소아청소년과의원,"서울특별시 성북구 솔샘로25길 20, 상가동 309호 (정릉동, 풍림아이원아파트)",의원,956589.0,1957616.0
엔젤아이의원,"서울특별시 도봉구 도봉로 476, 205호,206호 (창동, 삼성쉐르빌퍼스티)",의원,958962.0,1961034.0
엔트리의원,"서울특별시 중랑구 동일로 786, 2층 (중화동)",의원,962925.0,1955783.0
엘림소아청소년과의원,"서울특별시 노원구 한글비석로 250, 219호 (중계동, 그린코아빌딩)",의원,962686.0,1961255.0
엘림의원,"서울특별시 금천구 독산로50길 84, 2층 (시흥동)",의원,947720.0,1940517.0
엘림이비인후과의원,"서울특별시 서대문구 가재울미래로 2, 별동상가동 302호 (남가좌동, DMC파크뷰자이)",의원,948490.0,1952738.0
엘소아청소년과의원,"서울특별시 성동구 왕십리로 410, 샤인스트리트상가 G동 2층 201, 202호 (하왕십리동, 센트라스)",의원,958148.0,1952027.0
엘앤에스비뇨기과의원,"서울특별시 강북구 도봉로 217, 5,6,7층 (미아동, 25메디컬빌딩)",의원,958099.0,1958840.0
엘의원,"서울특별시 마포구 마포대로 225, 2층 (아현동)",의원,952010.0,1950671.0
엘클래식의원,"서울특별시 송파구 올림픽로 435 (신천동, 파크리오상가 A동 5층 505호, 506호일부)",의원,965132.0,1946847.0
엘피스의원,"서울특별시 송파구 오금로 404 (가락동, 원일빌딩 4층)",의원,967749.0,1944321.0
엠에스아산내과의원,"서울특별시 강북구 도봉로 324, 3층 (번동, 글로리타워)",의원,958079.0,1959809.0
엠엑스의원,"서울특별시 강남구 선릉로62길 19, 3층 (대치동)",의원,960585.0,1944360.0
엠제이소아청소년과의원,"서울특별시 금천구 두산로 81, 4층 (독산동)",의원,946682.0,1941360.0
엠제이의원,"서울특별시 강남구 도곡로 115, 거암빌딩 3,4층 (역삼동)",의원,958714.0,1943546.0
엠코소아청소년과의원,"서울특별시 중랑구 망우로 353, C동 308호 (상봉동, 현대프리미어스엠코)",의원,963881.0,1955494.0
엠플러스의원,"서울특별시 강남구 학동로 지하180, 학동역 지하2층 213,214,215,216호 (논현동)",의원,958593.0,1946205.0
여의도내과의원,"서울특별시 영등포구 여의대방로65길 20, 301호 (여의도동)",의원,949588.0,1946922.0
여의도바른내과의원,"서울특별시 영등포구 여의나루로 50, 한국교직원공제회관 지하1층 (여의도동)",의원,949263.0,1947102.0
여의도상쾌한이비인후과의원,"서울특별시 영등포구 국제금융로6길 30, 백상빌딩 301, 317-1호 (여의도동)",의원,949332.0,1947090.0
여의도서울의원,"서울특별시 영등포구 여의대로 24, 지하115호 (여의도동, 전경련회관타워동)",의원,948796.0,1947141.0
여의도의원,"서울특별시 영등포구 국제금융로7길 15, 2층 2025호 (여의도동, 여의상가)",의원,949773.0,1947335.0
여의도이비인후과의원,"서울특별시 영등포구 국회대로70길 22, 307호 (여의도동, 금강빌딩)",의원,948808.0,1947857.0
역삼성모내과의원,"서울특별시 강남구 논현로 327, 2층 (역삼동)",의원,959302.0,1944010.0
역삼의원,"서울특별시 강남구 논현로64길 22, 형인빌딩 2층 (역삼동)",의원,959536.0,1943910.0
역삼이창훈이비인후과의원,"서울특별시 강남구 논현로 503, 701호 (역삼동, 송촌빌딩)",의원,959020.0,1944768.0
연두이비인후과의원,"서울특별시 강서구 공항대로 269-15, 310호 (마곡동, 힐스테이트에코마곡)",의원,941464.0,1951346.0
연산부인과의원,"서울특별시 송파구 송파대로 381 (석촌동, 4층)",의원,965545.0,1944755.0
연세.모던피부과의원,"서울특별시 광진구 천호대로 635, 2.3층 (중곡동)",의원,963639.0,1950607.0
연세(유)소아청소년과의원,"서울특별시 송파구 거마로 66 (마천동, 2층)",의원,968810.0,1944436.0
연세365소아청소년과의원,"서울특별시 양천구 신월로 282, 2층 (신정동)",의원,942752.0,1947060.0
연세365의원,"서울특별시 서대문구 통일로 397, 305호 (홍제동)",의원,951208.0,1954119.0
연세41피부과의원,"서울특별시 양천구 목동동로 293, 현대41타워 2층 205호 (목동)",의원,944846.0,1947836.0
연세가산산부인과의원,"서울특별시 금천구 가산디지털1로 171, 가산 에스케이 브이원 센터 2층 205호 (가산동)",의원,945222.0,1942583.0
연세가정의원,서울특별시 성동구 용답중앙13길 2 (용답동),의원,960445.0,1951773.0
연세가정의원,서울특별시 금천구 시흥대로 153 (시흥동),의원,947181.0,1938885.0
연세가정의원,"서울특별시 관악구 관악로40길 47, 1동 409호 (봉천동, 현대상가)",의원,952171.0,1943782.0
연세가정의원,"서울특별시 은평구 증산로3길 6, 2층 (증산동, 비자림빌딩)",의원,947516.0,1953657.0
연세가정의원,"서울특별시 광진구 면목로 130, 2층 (중곡동)",의원,962987.0,1951816.0
연세가정의원,서울특별시 서대문구 이화여대8길 62 (북아현동),의원,951424.0,1951221.0
연세가정의학과의원,"서울특별시 송파구 새말로 136, 201호 (문정동, 대명빌딩)",의원,967210.0,1942715.0
연세가정의학과의원,"서울특별시 용산구 한강대로 69, 207호 (한강로2가, 용산푸르지오써밋)",의원,952719.0,1947658.0
연세가정의학과의원,"서울특별시 마포구 연희로 37, 2층 (연남동)",의원,949403.0,1951568.0
연세가정의학과의원,"서울특별시 영등포구 영등포로64길 8, 201호 (신길동, 우성상가)",의원,948425.0,1946251.0
연세가정의학과의원,"서울특별시 은평구 연서로 1, 2층 (역촌동)",의원,948387.0,1955694.0
연세가족사랑의원,"서울특별시 은평구 갈현로 82, 304호 (역촌동)",의원,947983.0,1956369.0
연세가족의원,"서울특별시 강서구 양천로59길 46, 106호 (가양동, 대일빌딩)",의원,943480.0,1951491.0
연세강내과의원,"서울특별시 서초구 신반포로 177, 3동 3층 (잠원동, 반포쇼핑상가)",의원,956111.0,1945319.0
연세건강한내과의원,"서울특별시 관악구 보라매로 12, 4층 (봉천동)",의원,949412.0,1943625.0
연세고운가정의학과의원,"서울특별시 서대문구 독립문로14길 3, 2층 203,205호 (냉천동, 서대문센트레빌 단지내상가 )",의원,952659.0,1952076.0
연세고은의원,"서울특별시 송파구 백제고분로 275, 2층 일부(오른쪽끝)호 (석촌동)",의원,964410.0,1944910.0
연세곰돌이소아청소년과의원,"서울특별시 서초구 방배로 226, 넥센강남타워 3층 (방배동)",의원,954958.0,1943912.0
연세국민건강내과소아청소년과의원,"서울특별시 송파구 중대로 105, 가락 ID TOWER 201~203, 301, 303호 (가락동)",의원,966412.0,1943881.0
연세굿닥터의원,"서울특별시 마포구 양화로 지하45, 합정역 지하1층 108호 117호 (합정동)",의원,948196.0,1950137.0
연세굿초이스정형외과의원,"서울특별시 서초구 서초대로 327, 2,3층 (서초동)",의원,957329.0,1944084.0
연세그린의원,서울특별시 영등포구 양평로 129 (양평동5가),의원,946397.0,1948907.0
연세기린의원,"서울특별시 노원구 상계로1길 38, 금문 3층 전체호 (상계동)",의원,961339.0,1962114.0
연세기쁜내과의원,"서울특별시 강남구 역삼로 247, 홍진빌딩 2층 (역삼동)",의원,959618.0,1944397.0
연세김&이소아과의원,"서울특별시 노원구 노원로34길 112 (상계동, 코럴빌딩)",의원,961749.0,1962807.0
연세김진민의원,"서울특별시 마포구 신촌로 78, 2층 (노고산동)",의원,950050.0,1950857.0
연세나눔의원,"서울특별시 강서구 공항대로 164, 류마타워 5층 504~8호 (마곡동)",의원,940429.0,1951321.0
연세나무소아청소년과의원,"서울특별시 마포구 월드컵북로 502, 201호 (상암동, 월드컵파크프라자)",의원,945248.0,1954142.0
연세나우가정의원,"서울특별시 구로구 개봉로3길 61, 2층 (개봉동)",의원,942785.0,1943173.0
연세내과의원,"서울특별시 노원구 노해로 492, 501호,502호 (상계동)",의원,961424.0,1961751.0
연세내과의원,"서울특별시 송파구 마천로41길 9, 3층 (마천동)",의원,968953.0,1944276.0
연세내과의원,"서울특별시 구로구 구로동로26길 119, 정엽빌딩 4,5층 (구로동)",의원,946129.0,1943598.0
연세내과의원,"서울특별시 마포구 신촌로 270, 302호 (아현동, 수창빌딩)",의원,951926.0,1951003.0
연세내과의원,"서울특별시 강북구 솔샘로 203, 2층 (미아동)",의원,957217.0,1957982.0
연세내과의원,"서울특별시 성동구 고산자로 234, 8층 (행당동)",의원,958956.0,1951344.0
연세내과의원,"서울특별시 영등포구 양평로 24, 2층 (당산동6가, 수정빌딩)",의원,947319.0,1948381.0
연세내과의원,"서울특별시 동작구 동작대로29길 24, 3층 (사당동)",의원,954092.0,1943345.0
연세내과의원,"서울특별시 서초구 강남대로 521-4 (반포동, 태영빌딩)",의원,957765.0,1945577.0
연세내과의원,"서울특별시 은평구 불광로 59, 2층 (불광동, 나호)",의원,949846.0,1957147.0
연세네오소아청소년과의원,"서울특별시 강서구 마곡중앙5로 81, 402.403호 (마곡동)",의원,939824.0,1952190.0
연세노바의원,"서울특별시 강남구 압구정로29길 72-1, 신사상가 1층 (압구정동)",의원,958332.0,1948213.0
연세노블의원,"서울특별시 영등포구 선유서로 117, 2층 (양평동3가, 월드프라자)",의원,945761.0,1947605.0
연세누리소아청소년과의원,"서울특별시 동대문구 전농로10길 20 (답십리동, 청솔우성아파트 상가1동 210,211호 )",의원,961091.0,1952873.0
연세누리의원,"서울특별시 강동구 풍성로 136, 성내동삼성아파트 2층 203호 (성내동)",의원,966981.0,1948058.0
연세뉴키즈소아청소년과의원,"서울특별시 마포구 마포대로 195 (아현동, 마포래미안푸르지오4단지 상가 4-220호, 4-219호 일부)",의원,951777.0,1950799.0
연세다나아마취통증의학과의원,"서울특별시 성북구 한천로76다길 46, 4층 (석관동)",의원,961632.0,1957164.0
연세다나이비인후과의원,"서울특별시 종로구 종로 19, 322호,323호 (종로1가, 르메이에르종로타운)",의원,954066.0,1952512.0
연세다온소아청소년과의원,"서울특별시 중구 만리재로 177, 서울역한라비발디센트럴단지내상가 지하1층 10호 (만리동2가)",의원,952814.0,1950743.0
연세닥터스내과의원,"서울특별시 금천구 독산로93길 41, 2,3층 (독산동)",의원,947025.0,1941797.0
연세드림소아청소년과의원,"서울특별시 성동구 금호로 117, 상가동 지하2,3층 28,30, 3호 (금호동2가, 금호자이1차)",의원,957826.0,1950486.0
연세드림의원,"서울특별시 도봉구 도봉로180길 46, 1층 (도봉동)",의원,960123.0,1964840.0
연세드림이비인후과의원,"서울특별시 양천구 목동남로4길 2, 2층 205호 (신정동, 세양청마루2차 주상복합)",의원,943833.0,1945632.0
연세든든내과의원,"서울특별시 강서구 화곡로 152, CUBE152 2,4층 (화곡동)",의원,941576.0,1949268.0
연세라온정신과의원,"서울특별시 관악구 호암로 602, 4층 (신림동)",의원,949934.0,1941439.0
연세라이프내과의원,"서울특별시 송파구 올림픽로 114, 서경빌딩 4층 (잠실동)",의원,963163.0,1945871.0
연세라파의원,"서울특별시 강남구 역삼로 310, 한솔필리아 2층 19호, 20호 (역삼동)",의원,960077.0,1944536.0
연세로의료의원,"서울특별시 종로구 삼봉로 57, 호수빌딩 3,4,7층 (수송동)",의원,954120.0,1952699.0
연세류내과의원,"서울특별시 서대문구 수색로2길 16-1, 1,2층 (남가좌동)",의원,948451.0,1952407.0
연세마디튼튼의원,"서울특별시 노원구 상계로 119, 2층 (상계동)",의원,961886.0,1962134.0
연세맑은이비인후과송소아청소년과의원,"서울특별시 강남구 남부순환로 2927, 207,307호 (대치동, 대치클래시아)",의원,961136.0,1943915.0
연세맑은이비인후과의원(관악점),"서울특별시 관악구 은천로 110, 301호 (봉천동, ws 타워)",의원,951154.0,1943193.0
연세맑은이비인후과의원(회현점),"서울특별시 중구 퇴계로 36, 303-1호 (남창동, 삼선빌딩)",의원,953797.0,1951011.0
연세메디의원,"서울특별시 강서구 하늘길 38, 김포공항, 롯데몰, 스카이시티 GF층 (방화동)",의원,938377.0,1952353.0
연세메디플러스의원,"서울특별시 중랑구 용마산로 328, 2층 (면목동)",의원,964121.0,1953595.0
연세메디플러스의원,"서울특별시 강서구 양천로 431, 홈플러스가양점 지하2층 (가양동)",의원,942601.0,1951850.0
연세메디홈내과의원,"서울특별시 강남구 선릉로 757, 1층 (논현동)",의원,959265.0,1947097.0
연세무지개의원,"서울특별시 서대문구 증가로 84, 107,108호 (연희동)",의원,949412.0,1953000.0
연세문상영의원,"서울특별시 강남구 강남대로 240, 양재SK허브프리모, 4층 411,412 (도곡동)",의원,958831.0,1942991.0
연세미소의원,"서울특별시 강서구 허준로 12, 2층 (가양동, 경남빌딩)",의원,941990.0,1952544.0
연세미초롬의원,"서울특별시 광진구 자양로13길 47, 2층 (자양동)",의원,963061.0,1948399.0
연세믿음내과의원,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 3층 B11, B12호 (잠실동)",의원,963253.0,1945948.0
연세바다소아청소년과의원,"서울특별시 강남구 언주로7길 6, 2층 209,210,211-1호 (개포동, 개포자이르네)",의원,960693.0,1942234.0
연세바른내과의원,"서울특별시 강동구 천호대로 1089, 6층 602호 (천호동, 강동헤르셔)",의원,967605.0,1948634.0
연세바른의원,"서울특별시 관악구 관악로30길 12, 308호 (봉천동, 우성아파트상가)",의원,952209.0,1942991.0
연세바른정형외과의원,서울특별시 송파구 동남로 207 (가락동),의원,967374.0,1944153.0
연세바른정형외과의원,"서울특별시 영등포구 양평로 22, 4,5층 (당산동6가)",의원,947336.0,1948371.0
연세박윤혜내과의원,"서울특별시 광진구 능동로 313, 4,5층 (중곡동)",의원,962858.0,1951018.0
연세박의원,"서울특별시 서대문구 북아현로 52, 2층 (북아현동)",의원,951947.0,1951541.0
연세백세내과의원,"서울특별시 강북구 도봉로 295, 스타타워 3,4층 (수유동)",의원,957907.0,1959603.0
연세베스트의원,"서울특별시 관악구 난곡로 53, 403호 (신림동, 관악산휴먼시아상가)",의원,948649.0,1940268.0
연세베스트정형외과재활의학과의원,"서울특별시 서초구 방배로 83, 방배센트럴빌딩 301,302호 (방배동)",의원,955532.0,1942635.0
연세본이비인후과의원,"서울특별시 은평구 통일로 739, 3, 4층 302, 401, 402호 (대조동)",의원,949580.0,1957022.0
연세봄산부인과의원,"서울특별시 중랑구 망우로 214, 우도빌딩 (상봉동)",의원,962619.0,1955011.0
연세봄이비인후과의원,"서울특별시 마포구 양화로 152, 4층 (동교동, 대화빌딩)",의원,949027.0,1950875.0
연세봄이비인후과의원,"서울특별시 강남구 봉은사로 331, SH타워 2층 (논현동)",의원,959608.0,1945765.0
연세봄이비인후과의원,"서울특별시 서대문구 통일로 448, 4층 (홍제동)",의원,950953.0,1954530.0
연세봉봉소아청소년과의원,"서울특별시 구로구 경인로59길 8, 태영프라자 410호 (신도림동)",의원,945500.0,1945415.0
연세부영가정의학과의원,"서울특별시 영등포구 가마산로 439-1, 2층 (신길동)",의원,947444.0,1945285.0
연세사랑의원,"서울특별시 은평구 응암로22길 28-6, 3층 (응암동)",의원,948891.0,1955032.0
연세새롬의원,"서울특별시 성동구 마장로 291, 4,5층 (마장동)",의원,959547.0,1951930.0
연세새봄의원,"서울특별시 송파구 올림픽로12길 34, B1, 1층 일부층 (잠실동)",의원,963174.0,1945561.0
연세서내과의원,"서울특별시 서초구 잠원로4길 33-2, 잠원동 스타빌딩 302호, 303호일부호 (잠원동)",의원,956740.0,1946061.0
연세석가정의학과의원,"서울특별시 마포구 연남로 44, A-103호 (연남동, 코오롱아파트)",의원,948886.0,1951729.0
연세선경의원,"서울특별시 동대문구 사가정로 148, 3층 (전농동, SK아파트상가)",의원,961155.0,1953123.0
연세선우의원,"서울특별시 강남구 학동로 504, 2층 201호 (삼성동)",의원,960324.0,1946697.0
연세성동가정의학과의원,"서울특별시 성동구 광나루로 323, 송정빌딩 2층 (송정동)",의원,961632.0,1949987.0
연세성모의원,"서울특별시 동작구 국사봉1길 3, 201호 (대방동, 남지빌딩)",의원,949507.0,1944577.0
연세성모정형외과의원,"서울특별시 관악구 관악로 233, 금성빌딩 3,4층 (봉천동)",의원,951867.0,1943056.0
연세성심의원,"서울특별시 강동구 양재대로 1571, 지하 1층 (천호동, 홈플러스)",의원,968399.0,1949656.0
연세세림내과의원,"서울특별시 용산구 효창원로 140, 자산빌딩 2,3층 (효창동)",의원,952471.0,1949134.0
